date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:10:19	21230/21230	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/html5-editor/bootstrap-wysihtml5.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/html5-editor/bootstrap-wysihtml5.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/app-compose.html)
18:10:20	332121/332121	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/html5-editor/wysihtml5-0.3.0.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/html5-editor/wysihtml5-0.3.0.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/app-compose.html)
18:10:21	64400/64400	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/dropzone-master/dist/dropzone.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/dropzone-master/dist/dropzone.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/app-compose.html)
18:10:23	73758/73758	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/big/img6.jpg	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/big/img6.jpg	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-cards.html)
18:10:25	84076/84076	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/big/img5.jpg	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/big/img5.jpg	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-cards.html)
18:10:26	12301/12301	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/Magnific-Popup-master/dist/magnific-popup.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/Magnific-Popup-master/dist/magnific-popup.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-user-card.html)
18:10:31	38447/38447	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jan%202019%2018:10:26%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/plugins/images/users/1.jpg	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/plugins/images/users/1.jpg	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-user-card.html)
18:10:35	20216/20216	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/Magnific-Popup-master/dist/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/Magnific-Popup-master/dist/jquery.magnific-popup.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-user-card.html)
18:10:37	3266/3266	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/Magnific-Popup-master/dist/jquery.magnific-popup-init.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/Magnific-Popup-master/dist/jquery.magnific-popup-init.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-user-card.html)
18:10:38	22528/22528	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/model2.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/model2.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-modals.html)
18:10:40	22463/22463	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/model.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/model.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-modals.html)
18:10:42	22070/22070	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/model3.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/model3.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-modals.html)
18:10:44	11355/11355	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/tooltip/Euclid.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/tooltip/Euclid.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-tooltip-stylish.html)
18:10:46	26737/26737	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/sweetalert/sweetalert.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/sweetalert/sweetalert.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html)
18:10:47	21612/21612	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html)
18:10:49	21633/21633	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert2.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert2.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html)
18:10:51	21948/21948	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert3.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert3.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html)
18:10:53	22961/22961	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert4.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert4.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html)
18:10:54	23191/23191	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert5.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert5.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html)
18:10:56	23729/23729	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert7.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert7.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html)
18:10:57	23227/23227	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert6.png	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/images/alert/alert6.png	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html)
18:11:00	116693/116693	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/sweetalert/sweetalert.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/sweetalert/sweetalert.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html)
18:11:00	2694/2694	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/sweetalert/jquery.sweet-alert.custom.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/sweetalert/jquery.sweet-alert.custom.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-sweetalert.html)
18:11:01	3969/3969	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/nestable/nestable.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/nestable/nestable.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-nestable.html)
18:11:03	17965/17965	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/nestable/jquery.nestable.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/nestable/jquery.nestable.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-nestable.html)
18:11:04	3355/3355	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/ion-rangeslider/css/ion.rangeSlider.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/ion-rangeslider/css/ion.rangeSlider.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-range-slider.html)
18:11:06	2304/2304	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/ion-rangeslider/css/ion.rangeSlider.skinModern.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/ion-rangeslider/css/ion.rangeSlider.skinModern.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-range-slider.html)
18:11:09	39701/39701	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/ion-rangeslider/js/ion-rangeSlider/ion.rangeSlider.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/ion-rangeslider/js/ion-rangeSlider/ion.rangeSlider.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-range-slider.html)
18:11:10	893/893	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/ion-rangeslider/js/ion-rangeSlider/ion.rangeSlider-init.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/ion-rangeslider/js/ion-rangeSlider/ion.rangeSlider-init.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-range-slider.html)
18:11:11	11055/11055	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/horizontal-timeline/css/horizontal-timeline.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/horizontal-timeline/css/horizontal-timeline.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-horizontal-timeline.html)
18:11:12	12120/12120	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/horizontal-timeline/js/horizontal-timeline.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/horizontal-timeline/js/horizontal-timeline.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-horizontal-timeline.html)
18:11:14	4096/4096	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/session-timeout/jquery.sessionTimeout.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/session-timeout/jquery.sessionTimeout.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-session-timeout.html)
18:11:14	411/411	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/session-timeout/session-timeout-init.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/session-timeout/session-timeout-init.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-session-timeout.html)
18:11:15	4946/4946	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/session-timeout/idle/jquery.idletimeout.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/session-timeout/idle/jquery.idletimeout.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-session-ideal-timeout.html)
18:11:17	4544/4544	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/session-timeout/idle/jquery.idletimer.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/session-timeout/idle/jquery.idletimer.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-session-ideal-timeout.html)
18:11:18	1540/1540	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/session-timeout/idle/session-timeout-idle-init.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/session-timeout/idle/session-timeout-idle-init.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-session-ideal-timeout.html)
18:11:19	5613/5613	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-switch/bootstrap-switch.min.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-switch/bootstrap-switch.min.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-bootstrap-switch.html)
18:11:21	14920/14920	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-switch/bootstrap-switch.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-switch/bootstrap-switch.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-bootstrap-switch.html)
18:11:23	18428/18428	---MCZ	200	added ('OK')	application/javascript	etag:W/%227c907b6dcf427b6e48e4e152023254429130e9f2%22	https://cdn.rawgit.com/google/code-prettify/master/loader/run_prettify.js?lang=css&skin=default	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/cdn.rawgit.com/google/code-prettify/master/loader/run_prettify2102.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-list-media.html)
18:11:25	15731/15731	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-datepicker/bootstrap-datepicker.min.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-datepicker/bootstrap-datepicker.min.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-date-paginator.html)
18:11:27	34437/34437	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/date-paginator/moment.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/date-paginator/moment.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-date-paginator.html)
18:11:29	33599/33599	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-datepicker/bootstrap-datepicker.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-datepicker/bootstrap-datepicker.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-date-paginator.html)
18:11:30	9440/9440	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/date-paginator/bootstrap-datepaginator.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/date-paginator/bootstrap-datepaginator.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-date-paginator.html)
18:11:31	10372/10372	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/gridstack/gridstack.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/gridstack/gridstack.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-dragable-portlet.html)
18:11:34	1291/1291	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494f-50b%22	https://cdnjs.cloudflare.com/ajax/libs/jqueryui-touch-punch/0.2.3/jquery.ui.touch-punch.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/cdnjs.cloudflare.com/ajax/libs/jqueryui-touch-punch/0.2.3/jquery.ui.touch-punch.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-dragable-portlet.html)
18:11:35	253669/253669	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/jqueryui/jquery-ui.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/jqueryui/jquery-ui.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-dragable-portlet.html)
18:11:38	64962/64962	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/gridstack/gridstack.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/gridstack/gridstack.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-dragable-portlet.html)
18:11:39	3681/3681	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/gridstack/gridstack.jQueryUI.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/gridstack/gridstack.jQueryUI.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-dragable-portlet.html)
18:11:39	539590/539590	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/gridstack/lodash.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/gridstack/lodash.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/ui-dragable-portlet.html)
18:11:40	6567/6567	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/main/js/jasny-bootstrap.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/main/js/jasny-bootstrap.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-basic.html)
18:11:40	15185/15185	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/select2/dist/css/select2.min.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/select2/dist/css/select2.min.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html)
18:11:42	683/683	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/switchery/dist/switchery.min.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/switchery/dist/switchery.min.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html)
18:11:43	9777/9777	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-select/bootstrap-select.min.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-select/bootstrap-select.min.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html)
18:11:44	1317/1317	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-tagsinput/dist/bootstrap-tagsinput.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-tagsinput/dist/bootstrap-tagsinput.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html)
18:11:44	444/444	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-touchspin/dist/jquery.bootstrap-touchspin.min.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-touchspin/dist/jquery.bootstrap-touchspin.min.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html)
18:11:45	2255/2255	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/multiselect/css/multi-select.css	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/multiselect/css/multi-select.css	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html)
18:11:46	24502/24502	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/switchery/dist/switchery.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/switchery/dist/switchery.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html)
18:11:48	76272/76272	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/select2/dist/js/select2.full.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/select2/dist/js/select2.full.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html)
18:11:49	8912/8912	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-tagsinput/dist/bootstrap-tagsinput.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-tagsinput/dist/bootstrap-tagsinput.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html)
18:11:49	44448/44448	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-select/bootstrap-select.min.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-select/bootstrap-select.min.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html)
18:11:51	22617/22617	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Dec%202018%2011:02:23%20GMT	https://wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-touchspin/dist/jquery.bootstrap-touchspin.js	C:/My%20Web%20Sites/MonstarAdmin/monstaradmin/wrappixel.com/demos/admin-templates/monster-admin/assets/plugins/bootstrap-touchspin/dist/jquery.bootstrap-touchspin.js	(from https://wrappixel.com/demos/admin-templates/monster-admin/main/form-addons.html)
